species_a,species_a_name,species_b,species_b_name,inter_distance,intra_a,intra_b,contrast
0195,Ctenolophon parvifolius Oliv.,0236,Dipterocarpus C.F.Gaertn.,0.16304042960445025,0.1445569890808498,0.06735710381385199,0.01848344052360046
0035,Anacardium giganteum Hancock ex Engl.,0239,Dipteryx odorata (Aubl.) Forsyth f.,0.3151809845994491,0.09952635975102023,0.29620412323508927,0.01897686136435983
0236,Dipterocarpus C.F.Gaertn.,0239,Dipteryx odorata (Aubl.) Forsyth f.,0.3157340502625078,0.06735710381385199,0.29620412323508927,0.019529927027418514
0009,Leptolobium Vogel,0096,Brosimum guianense (Aubl.) Huber ex Ducke,0.5122851271983982,0.1918203410273337,0.4923459427522542,0.019939184446144065
0293,Fraxinus americana L.,0296,Fraxinus ornus L.,0.17745613350619158,0.06673216616943302,0.15609996020530656,0.021356173300885017
0003,Acacia mangium Willd.,0115,Carapa guianensis Aubl.,0.5004070534524022,0.24987335040256672,0.47781439040167756,0.02259266305072466
0034,Anacardium L.,0045,Anopyxis klaineana (Pierre) Engl.,0.394514630900774,0.25845756017377447,0.3666389738639127,0.02787565703686129
0367,Juglans nigra L.,0648,Triplochiton scleroxylon K. Schum.,0.06359936222517693,0.030957996752025003,0.03451537060084674,0.029083991624330188
0313,Grevillea robusta A.Cunn. ex R.Br.,0366,Juglans regia L.,0.149640493623199,0.12015375617853329,0.011555233791711243,0.02948673744466572
0071,Baikiaea plurijuga Harms,0147,Ceiba pentandra (L.) Gaertn.,0.6920304398860938,0.6624630676293845,0.09053989442752747,0.029567372256709357
0033,Anacardium excelsum (Bertero & Balb. ex Kunth) Skeels,0157,Ceriops tagal (Perr.) C.B. Robinson,0.40337955643445234,0.1612983471755794,0.3733888439031872,0.029990712531265118
0009,Leptolobium Vogel,0354,Intsia bijuga (Colebr.) Kuntze,0.35905390519046776,0.1918203410273337,0.3278225854948488,0.031231319695618986
0041,Aniba rosodora Ducke,0366,Juglans regia L.,0.06391077372665577,0.03206859773287161,0.011555233791711243,0.03184217599378416
0030,Amburana cearensis (Allemão) A.C.Sm.,0678,Albizia ferruginea (Guill. & Perr.) Benth.,0.3700364587124348,0.20353506212870529,0.33801121938985357,0.03202523932258122
0030,Amburana cearensis (Allemão) A.C.Sm.,0207,Dalbergia nigra (Vell.) Allemão ex Benth.,0.35178051362433105,0.20353506212870529,0.31919241888109307,0.03258809474323798
0080,Betula papyrifera Marshall,0081,Betula pendula Roth,0.18602929240666016,0.15225687626821854,0.0030165117830820874,0.03377241613844162
0033,Anacardium excelsum (Bertero & Balb. ex Kunth) Skeels,0238,Dipterocarpus kerrii King,0.19564151051896334,0.1612983471755794,0.047350069644523325,0.03434316334338394
0318,Leplaea cedrata (A.Chev.) E.J.M.Koenen & J.J.de Wilde,0396,Lophira alata Banks ex C.F.Gaertn.,0.1184326478972757,0.03917415789724382,0.08393196411047188,0.03450068378680382
0066,Aucoumea klaineana Pierre,0095,Brosimum alicastrum Swartz,0.4083890732326207,0.21760219624631696,0.373588888328799,0.034800184903821696
0034,Anacardium L.,0243,Dracontomelon dao (Blanco) Merr. & Rolfe,0.418307964372689,0.25845756017377447,0.38265490650255146,0.03565305787013756
0071,Baikiaea plurijuga Harms,0130,Castanea sativa Mill.,0.6989985171294604,0.6624630676293845,0.13730049844128367,0.03653544950007592
0091,Brachystegia Benth.,0426,Microberlinia brazzavillensis A. Chev.,0.426875656472337,0.38877160503932806,0.24891986447473777,0.038104051433008934
0550,Quercus mongolica Fisch. ex Ledeb.,0554,Quercus robur L.,0.07823005638894628,0.0295908067557718,0.040088693572690404,0.03814136281625588
0071,Baikiaea plurijuga Harms,0129,Castanea crenata Siebold & Zucc.,0.7013506774607616,0.6624630676293845,0.034727594828010425,0.03888760983137718
0550,Quercus mongolica Fisch. ex Ledeb.,0552,Quercus alba L.,0.09395111963542449,0.0295908067557718,0.054910389150189774,0.039040730485234716
0033,Anacardium excelsum (Bertero & Balb. ex Kunth) Skeels,0070,Bagassa guianensis Aubl.,0.39121249094956534,0.1612983471755794,0.35189488550655634,0.039317605443008996
0095,Brosimum alicastrum Swartz,0296,Fraxinus ornus L.,0.4138020072391916,0.373588888328799,0.15609996020530656,0.04021311891039259
0239,Dipteryx odorata (Aubl.) Forsyth f.,0295,Fraxinus nigra Marshall,0.33674075850303464,0.29620412323508927,0.04872560265571527,0.040536635267945376
0354,Intsia bijuga (Colebr.) Kuntze,0478,Peltogyne Vogel,0.36879928380490684,0.3278225854948488,0.11335898594650924,0.04097669831005807
0396,Lophira alata Banks ex C.F.Gaertn.,0431,Millettia laurentii De Wild.,0.19205795269505188,0.08393196411047188,0.15046909860762905,0.04158885408742283
0071,Baikiaea plurijuga Harms,0296,Fraxinus ornus L.,0.7051627048637823,0.6624630676293845,0.15609996020530656,0.04269963723439785
0071,Baikiaea plurijuga Harms,0114,Cantleya corniculata (Becc.) R.A.Howard,0.7053805010931167,0.6624630676293845,0.24998781279531032,0.042917433463732224
0129,Castanea crenata Siebold & Zucc.,0130,Castanea sativa Mill.,0.18118975757986464,0.034727594828010425,0.13730049844128367,0.043889259138580966
0085,Bobgunnia fistuloides (Harms) J.H. Kirkbr. & Wiersema,0371,Khaya grandifoliola C.DC.,0.48440896786087795,0.4396589361336944,0.13346149799545334,0.04475003172718356
0003,Acacia mangium Willd.,0207,Dalbergia nigra (Vell.) Allemão ex Benth.,0.36434744590808094,0.24987335040256672,0.31919241888109307,0.04515502702698787
0181,Cotylelobium Pierre,0243,Dracontomelon dao (Blanco) Merr. & Rolfe,0.43159655467790664,0.02876268832314597,0.38265490650255146,0.04894164817535518
0033,Anacardium excelsum (Bertero & Balb. ex Kunth) Skeels,0243,Dracontomelon dao (Blanco) Merr. & Rolfe,0.4318551206947507,0.1612983471755794,0.38265490650255146,0.04920021419219922
0003,Acacia mangium Willd.,0258,Entandrophragma cylindricum (Sprague) Sprague,0.29968184948267984,0.24987335040256672,0.1920147510454096,0.04980849908011312
0324,Guibourtia pellegriniana J.Léonard,0353,Intsia Thouars,0.4148912449139539,0.19715961314014666,0.36502681521580665,0.04986442969814725
0073,Balfourodendron riedelianum (Engl.) Engl.,0115,Carapa guianensis Aubl.,0.5285144182802348,0.27718842224753326,0.47781439040167756,0.05070002787855726
0091,Brachystegia Benth.,0096,Brosimum guianense (Aubl.) Huber ex Ducke,0.5442950551975834,0.38877160503932806,0.4923459427522542,0.05194911244532918
0045,Anopyxis klaineana (Pierre) Engl.,0181,Cotylelobium Pierre,0.4189428287951524,0.3666389738639127,0.02876268832314597,0.05230385493123968
0095,Brosimum alicastrum Swartz,0297,Fraxinus mandshurica Rupr.,0.4284845437357814,0.373588888328799,0.18720922831157757,0.05489565540698238
0045,Anopyxis klaineana (Pierre) Engl.,0147,Ceiba pentandra (L.) Gaertn.,0.4242716219308946,0.3666389738639127,0.09053989442752747,0.05763264806698193
